dataset,configuration,seed,model,batch_frac,n_layers,entangle,encoding_strategy,n_qubits,n_params,cnot_count,attribute,spd,eod,aod,trace_distance_input,qsp_diff_output,is_bias_pair_candidate
german_credit,L2_all_to_all_re_upload,27,RandomForest,0.25,2,all_to_all,re_upload,9,36,72,sex,0.0743916076468395,0.0248737373737373,0.0956238748326105,0.0889235874257511,0.1427486669801644,True
german_credit,L2_all_to_all_re_upload,27,RandomForest,0.25,2,all_to_all,re_upload,9,36,72,overall,0.0463525835866261,0.0065774804905239,0.0654378982244119,0.0889235874257511,0.1427486669801644,True
german_credit,L2_all_to_all_re_upload,27,XGBoost_stub,0.25,2,all_to_all,re_upload,9,36,72,age,0.0640702496137898,0.0515212981744421,0.0590939824205544,0.0889235874257511,0.1427486669801644,True
german_credit,L2_all_to_all_re_upload,27,XGBoost_stub,0.25,2,all_to_all,re_upload,9,36,72,sex,0.0621971350977156,0.0842171717171716,0.0469373830491038,0.0889235874257511,0.1427486669801644,True
german_credit,L2_all_to_all_re_upload,27,XGBoost_stub,0.25,2,all_to_all,re_upload,9,36,72,overall,0.059080547112462,0.0581939799331103,0.0513503981461863,0.0889235874257511,0.1427486669801644,True
german_credit,L2_all_to_all_re_upload,27,MLP,0.25,2,all_to_all,re_upload,9,36,72,age,0.0,0.0,0.0,0.0889235874257511,0.1427486669801644,True
german_credit,L2_all_to_all_re_upload,27,MLP,0.25,2,all_to_all,re_upload,9,36,72,sex,0.0,0.0,0.0,0.0889235874257511,0.1427486669801644,True
german_credit,L2_all_to_all_re_upload,27,MLP,0.25,2,all_to_all,re_upload,9,36,72,overall,0.0,0.0,0.0,0.0889235874257511,0.1427486669801644,True
heart_disease,L1_linear,7,RandomForest,0.25,1,linear,single,10,20,9,age,0.0741106719367589,0.2685185185185185,0.1441276803118908,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,7,RandomForest,0.25,1,linear,single,10,20,9,sex,-0.0999999999999999,-0.1555555555555555,-0.0968253968253968,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,7,RandomForest,0.25,1,linear,single,10,20,9,overall,0.0574084199015855,0.1421052631578947,0.0934885290148447,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,7,XGBoost_stub,0.25,1,linear,single,10,20,9,age,-0.2262845849802371,-0.4351851851851852,-0.2932504873294347,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,7,XGBoost_stub,0.25,1,linear,single,10,20,9,sex,0.0833333333333333,0.3666666666666666,0.1404761904761904,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,7,XGBoost_stub,0.25,1,linear,single,10,20,9,overall,-0.1109896118097321,-0.0710526315789473,-0.134885290148448,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,7,MLP,0.25,1,linear,single,10,20,9,age,0.0,0.0,0.0,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,7,MLP,0.25,1,linear,single,10,20,9,sex,0.0,0.0,0.0,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,7,MLP,0.25,1,linear,single,10,20,9,overall,0.0,0.0,0.0,0.0299765026300678,0.0031806318644819,False
heart_disease,L1_linear,17,RandomForest,0.25,1,linear,single,10,20,9,age,0.1443504230960677,-0.0516129032258064,0.0810311552247035,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,17,RandomForest,0.25,1,linear,single,10,20,9,sex,0.1166666666666667,0.0789473684210526,0.0394736842105263,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,17,RandomForest,0.25,1,linear,single,10,20,9,overall,0.1585565882996172,0.0,0.1111111111111111,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,17,XGBoost_stub,0.25,1,linear,single,10,20,9,age,0.0238924838227974,0.0387096774193548,0.0492693686242073,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,17,XGBoost_stub,0.25,1,linear,single,10,20,9,sex,-0.05,-0.2105263157894736,-0.0598086124401913,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,17,XGBoost_stub,0.25,1,linear,single,10,20,9,overall,-0.0426462547840349,-0.0869565217391303,0.0120772946859903,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,17,MLP,0.25,1,linear,single,10,20,9,age,0.0612244897959183,0.0967741935483871,0.0483870967741935,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,17,MLP,0.25,1,linear,single,10,20,9,sex,0.05,0.0789473684210526,0.0394736842105263,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,17,MLP,0.25,1,linear,single,10,20,9,overall,0.0967741935483871,0.1304347826086956,0.0652173913043478,0.0023284885589683,0.004656962180186,False
heart_disease,L1_linear,27,RandomForest,0.25,1,linear,single,10,20,9,age,-0.0736684917869586,0.0389610389610388,-0.0281385281385281,0.0069284771159063,0.008124712080394,False
heart_disease,L1_linear,27,RandomForest,0.25,1,linear,single,10,20,9,sex,-0.0253456221198157,-0.0362903225806451,-0.009274193548387,0.0069284771159063,0.008124712080394,False
heart_disease,L1_linear,27,RandomForest,0.25,1,linear,single,10,20,9,overall,-0.0612356478950245,0.0238095238095237,-0.0259001161440186,0.0069284771159063,0.008124712080394,False
heart_disease,L1_linear,27,XGBoost_stub,0.25,1,linear,single,10,20,9,age,-0.0408163265306122,-0.0357142857142857,-0.0416666666666666,0.0069284771159063,0.008124712080394,False
heart_disease,L1_linear,27,XGBoost_stub,0.25,1,linear,single,10,20,9,sex,0.0195852534562211,-0.032258064516129,0.0088709677419355,0.0069284771159063,0.008124712080394,False
heart_disease,L1_linear,27,XGBoost_stub,0.25,1,linear,single,10,20,9,overall,-0.0153089119737561,-0.0476190476190476,-0.0116144018583043,0.0069284771159063,0.008124712080394,False
heart_disease,L1_linear,27,MLP,0.25,1,linear,single,10,20,9,age,0.0,0.0,0.0,0.0069284771159063,0.008124712080394,False
heart_disease,L1_linear,27,MLP,0.25,1,linear,single,10,20,9,sex,0.0,0.0,0.0,0.0069284771159063,0.008124712080394,False
heart_disease,L1_linear,27,MLP,0.25,1,linear,single,10,20,9,overall,0.0,0.0,0.0,0.0069284771159063,0.008124712080394,False
heart_disease,L2_linear,7,RandomForest,0.25,2,linear,single,10,40,18,age,-0.0019762845849802,-0.0925925925925925,-0.0462962962962962,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,7,RandomForest,0.25,2,linear,single,10,40,18,sex,0.0666666666666666,0.1333333333333333,0.0666666666666666,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,7,RandomForest,0.25,2,linear,single,10,40,18,overall,0.0306178239475123,0.0052631578947368,0.0026315789473684,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,7,XGBoost_stub,0.25,2,linear,single,10,40,18,age,0.0820158102766798,-0.074074074074074,-3.045808966861685e-05,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,7,XGBoost_stub,0.25,2,linear,single,10,40,18,sex,0.0833333333333333,-0.0666666666666666,0.0166666666666666,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,7,XGBoost_stub,0.25,2,linear,single,10,40,18,overall,0.107162383816293,-0.0368421052631579,0.0520917678812415,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,7,MLP,0.25,2,linear,single,10,40,18,age,0.0,0.0,0.0,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,7,MLP,0.25,2,linear,single,10,40,18,sex,0.0,0.0,0.0,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,7,MLP,0.25,2,linear,single,10,40,18,overall,0.0,0.0,0.0,0.0199797553306209,0.0260667746281429,False
heart_disease,L2_linear,17,RandomForest,0.25,2,linear,single,10,40,18,age,-0.2991538078646092,-0.2451612903225806,-0.2571960297766749,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,17,RandomForest,0.25,2,linear,single,10,40,18,sex,-0.0833333333333332,-0.0789473684210526,-0.0167464114832536,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,17,RandomForest,0.25,2,linear,single,10,40,18,overall,-0.28922908693275,-0.2608695652173912,-0.2276570048309178,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,17,XGBoost_stub,0.25,2,linear,single,10,40,18,age,-0.0293678446988552,0.1096774193548387,0.0377446925834022,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,17,XGBoost_stub,0.25,2,linear,single,10,40,18,sex,-0.1666666666666667,-0.2434210526315789,-0.1217105263157894,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,17,XGBoost_stub,0.25,2,linear,single,10,40,18,overall,-0.1208310552214324,-0.0434782608695651,-0.0425724637681159,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,17,MLP,0.25,2,linear,single,10,40,18,age,0.0776505724240916,0.0946236559139784,0.0473118279569892,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,17,MLP,0.25,2,linear,single,10,40,18,sex,0.1,0.1578947368421052,0.0789473684210526,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,17,MLP,0.25,2,linear,single,10,40,18,overall,0.1443411700382722,0.1739130434782608,0.0869565217391304,0.1026823810288301,0.0036307359829717,False
heart_disease,L2_linear,27,RandomForest,0.25,2,linear,single,10,40,18,age,-0.0910900945744151,-0.0097402597402597,-0.0382034632034631,0.0393343294634342,0.0012358210133047,False
heart_disease,L2_linear,27,RandomForest,0.25,2,linear,single,10,40,18,sex,0.1935483870967742,-0.1088709677419355,0.1560483870967741,0.0393343294634342,0.0012358210133047,False
heart_disease,L2_linear,27,RandomForest,0.25,2,linear,single,10,40,18,overall,-0.0311645708037178,-0.0317460317460317,0.0426635694928377,0.0393343294634342,0.0012358210133047,False
heart_disease,L2_linear,27,XGBoost_stub,0.25,2,linear,single,10,40,18,age,-0.0497760079641613,0.0779220779220779,0.0103896103896103,0.0393343294634342,0.0012358210133047,False
heart_disease,L2_linear,27,XGBoost_stub,0.25,2,linear,single,10,40,18,sex,-0.0115207373271889,-0.2298387096774193,-0.0383064516129032,0.0393343294634342,0.0012358210133047,False
heart_disease,L2_linear,27,XGBoost_stub,0.25,2,linear,single,10,40,18,overall,-0.1038819026790596,-0.0555555555555555,-0.0546070460704606,0.0393343294634342,0.0012358210133047,False
heart_disease,L2_linear,27,MLP,0.25,2,linear,single,10,40,18,age,0.0,0.0,0.0,0.0393343294634342,0.0012358210133047,False
heart_disease,L2_linear,27,MLP,0.25,2,linear,single,10,40,18,sex,0.0,0.0,0.0,0.0393343294634342,0.0012358210133047,False
heart_disease,L2_linear,27,MLP,0.25,2,linear,single,10,40,18,overall,0.0,0.0,0.0,0.0393343294634342,0.0012358210133047,False
heart_disease,L1_all_to_all,7,RandomForest,0.25,1,all_to_all,single,10,20,45,age,0.1225296442687747,0.3055555555555554,0.1355080409356724,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,7,RandomForest,0.25,1,all_to_all,single,10,20,45,sex,0.0666666666666667,-0.2666666666666667,-0.019047619047619,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,7,RandomForest,0.25,1,all_to_all,single,10,20,45,overall,0.1437944231820667,0.0921052631578946,0.1293859649122807,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,7,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,age,0.1739130434782608,0.324074074074074,0.1858857212475633,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,7,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,sex,-0.0166666666666666,-0.3222222222222222,-0.0992063492063491,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,7,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,overall,0.1350464734827774,0.0842105263157895,0.1190283400809716,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,7,MLP,0.25,1,all_to_all,single,10,20,45,age,0.0,0.0,0.0,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,7,MLP,0.25,1,all_to_all,single,10,20,45,sex,0.0,0.0,0.0,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,7,MLP,0.25,1,all_to_all,single,10,20,45,overall,0.0,0.0,0.0,0.0683389221232554,0.1227635836633493,True
heart_disease,L1_all_to_all,17,RandomForest,0.25,1,all_to_all,single,10,20,45,age,0.0044798407167745,0.0279569892473118,-0.0244830438378825,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,17,RandomForest,0.25,1,all_to_all,single,10,20,45,sex,0.05,0.0328947368421052,0.0164473684210526,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,17,RandomForest,0.25,1,all_to_all,single,10,20,45,overall,0.0442864953526517,0.0434782608695652,-0.0060386473429951,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,17,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,age,-0.1737182677949228,-0.0408602150537634,-0.1229942100909842,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,17,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,sex,0.0166666666666666,-0.0131578947368421,0.0843301435406698,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,17,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,overall,-0.082558775287042,-0.0434782608695652,0.0060386473429951,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,17,MLP,0.25,1,all_to_all,single,10,20,45,age,0.0204081632653061,0.032258064516129,0.0161290322580645,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,17,MLP,0.25,1,all_to_all,single,10,20,45,sex,0.0166666666666666,0.0263157894736842,0.0131578947368421,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,17,MLP,0.25,1,all_to_all,single,10,20,45,overall,0.032258064516129,0.0434782608695652,0.0217391304347826,0.1410023541477958,0.2819977480692372,False
heart_disease,L1_all_to_all,27,RandomForest,0.25,1,all_to_all,single,10,20,45,age,0.0,0.0,0.0,0.0720244923545584,0.0379863658672136,False
heart_disease,L1_all_to_all,27,RandomForest,0.25,1,all_to_all,single,10,20,45,sex,0.0,0.0,0.0,0.0720244923545584,0.0379863658672136,False
heart_disease,L1_all_to_all,27,RandomForest,0.25,1,all_to_all,single,10,20,45,overall,0.0,0.0,0.0,0.0720244923545584,0.0379863658672136,False
heart_disease,L1_all_to_all,27,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,age,0.0492782478845196,0.0357142857142857,0.0869047619047619,0.0720244923545584,0.0379863658672136,False
heart_disease,L1_all_to_all,27,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,sex,-0.01036866359447,0.032258064516129,0.021774193548387,0.0720244923545584,0.0379863658672136,False
heart_disease,L1_all_to_all,27,XGBoost_stub,0.25,1,all_to_all,single,10,20,45,overall,-0.0049207217058502,0.0476190476190476,0.0506387921022067,0.0720244923545584,0.0379863658672136,False
heart_disease,L1_all_to_all,27,MLP,0.25,1,all_to_all,single,10,20,45,age,0.0,0.0,0.0,0.0720244923545584,0.0379863658672136,False
heart_disease,L1_all_to_all,27,MLP,0.25,1,all_to_all,single,10,20,45,sex,0.0,0.0,0.0,0.0720244923545584,0.0379863658672136,False
heart_disease,L1_all_to_all,27,MLP,0.25,1,all_to_all,single,10,20,45,overall,0.0,0.0,0.0,0.0720244923545584,0.0379863658672136,False
heart_disease,L2_all_to_all,7,RandomForest,0.25,2,all_to_all,single,10,40,90,age,0.2924901185770751,0.0,0.1480263157894736,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,7,RandomForest,0.25,2,all_to_all,single,10,40,90,sex,0.0333333333333333,-0.2888888888888888,-0.1063492063492063,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,7,RandomForest,0.25,2,all_to_all,single,10,40,90,overall,0.192454893384363,-0.1710526315789473,0.0875506072874494,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,7,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,age,-0.1640316205533596,-0.2777777777777778,-0.1717836257309941,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,7,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,sex,0.0833333333333333,0.111111111111111,0.1055555555555555,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,7,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,overall,-0.0667031164570803,-0.1210526315789473,-0.0445006747638326,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,7,MLP,0.25,2,all_to_all,single,10,40,90,age,0.0,0.0,0.0,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,7,MLP,0.25,2,all_to_all,single,10,40,90,sex,0.0,0.0,0.0,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,7,MLP,0.25,2,all_to_all,single,10,40,90,overall,0.0,0.0,0.0,0.119827514369674,0.0934469413441189,False
heart_disease,L2_all_to_all,17,RandomForest,0.25,2,all_to_all,single,10,40,90,age,-0.1762070681931309,-0.1870967741935484,-0.1555141990625861,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,17,RandomForest,0.25,2,all_to_all,single,10,40,90,sex,0.0,0.2105263157894736,0.082535885167464,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,17,RandomForest,0.25,2,all_to_all,single,10,40,90,overall,-0.1344997266265719,-0.0434782608695651,-0.1259057971014492,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,17,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,age,-0.0338476854156296,0.0451612903225806,-0.0009236283429832,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,17,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,sex,-0.0666666666666666,0.006578947368421,-0.0194377990430622,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,17,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,overall,-0.0667031164570803,0.0434782608695651,-0.0546497584541063,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,17,MLP,0.25,2,all_to_all,single,10,40,90,age,0.0,0.0,0.0,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,17,MLP,0.25,2,all_to_all,single,10,40,90,sex,0.0,0.0,0.0,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,17,MLP,0.25,2,all_to_all,single,10,40,90,overall,0.0,0.0,0.0,0.1425966778674793,0.2483230172885714,False
heart_disease,L2_all_to_all,27,RandomForest,0.25,2,all_to_all,single,10,40,90,age,-0.1314086610253858,-0.2272727272727273,-0.0779220779220779,0.0859623548970179,0.037025918050912,False
heart_disease,L2_all_to_all,27,RandomForest,0.25,2,all_to_all,single,10,40,90,sex,-0.0241935483870967,0.2379032258064516,0.0883064516129032,0.0859623548970179,0.037025918050912,False
heart_disease,L2_all_to_all,27,RandomForest,0.25,2,all_to_all,single,10,40,90,overall,-0.1344997266265719,-0.0873015873015873,-0.0204800619434765,0.0859623548970179,0.037025918050912,False
heart_disease,L2_all_to_all,27,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,age,-0.132404181184669,-0.133116883116883,-0.0808441558441558,0.0859623548970179,0.037025918050912,False
heart_disease,L2_all_to_all,27,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,sex,0.0875576036866359,0.2943548387096774,0.1786290322580645,0.0859623548970179,0.037025918050912,False
heart_disease,L2_all_to_all,27,XGBoost_stub,0.25,2,all_to_all,single,10,40,90,overall,-0.0568616730453799,0.0476190476190476,0.0311265969802555,0.0859623548970179,0.037025918050912,False
heart_disease,L2_all_to_all,27,MLP,0.25,2,all_to_all,single,10,40,90,age,0.0,0.0,0.0,0.0859623548970179,0.037025918050912,False
heart_disease,L2_all_to_all,27,MLP,0.25,2,all_to_all,single,10,40,90,sex,0.0,0.0,0.0,0.0859623548970179,0.037025918050912,False
heart_disease,L2_all_to_all,27,MLP,0.25,2,all_to_all,single,10,40,90,overall,0.0,0.0,0.0,0.0859623548970179,0.037025918050912,False
heart_disease,L2_re_upload,7,RandomForest,0.25,2,linear,re_upload,10,40,18,age,0.0217391304347826,0.0,0.0263157894736842,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,7,RandomForest,0.25,2,linear,re_upload,10,40,18,sex,-0.0333333333333333,0.0,-0.0238095238095238,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,7,RandomForest,0.25,2,linear,re_upload,10,40,18,overall,-0.0169491525423728,0.0,-0.0128205128205128,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,7,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,age,-0.0385375494071146,0.1388888888888889,0.0826023391812865,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,7,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,sex,-0.05,-0.0555555555555555,0.0007936507936508,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,7,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,overall,-0.0672498633132859,0.0605263157894736,0.0238529014844804,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,7,MLP,0.25,2,linear,re_upload,10,40,18,age,0.0,0.0,0.0,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,7,MLP,0.25,2,linear,re_upload,10,40,18,sex,0.0,0.0,0.0,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,7,MLP,0.25,2,linear,re_upload,10,40,18,overall,0.0,0.0,0.0,0.0590477735765723,0.0053982796956241,False
heart_disease,L2_re_upload,17,RandomForest,0.25,2,linear,re_upload,10,40,18,age,-0.1309109009457442,-0.0258064516129032,-0.0962365591397849,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,17,RandomForest,0.25,2,linear,re_upload,10,40,18,sex,-0.0666666666666666,-0.1118421052631578,-0.0331937799043061,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,17,RandomForest,0.25,2,linear,re_upload,10,40,18,overall,-0.124111536358666,-0.0869565217391304,-0.0782004830917874,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,17,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,age,-0.0124440019910402,0.0021505376344085,-0.0074717397298043,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,17,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,sex,0.0166666666666666,0.0723684210526315,0.0361842105263157,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,17,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,overall,0.0355385456533625,0.0434782608695653,0.0495169082125604,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,17,MLP,0.25,2,linear,re_upload,10,40,18,age,0.0204081632653061,0.032258064516129,0.0161290322580645,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,17,MLP,0.25,2,linear,re_upload,10,40,18,sex,0.0166666666666666,0.0263157894736842,0.0131578947368421,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,17,MLP,0.25,2,linear,re_upload,10,40,18,overall,0.032258064516129,0.0434782608695652,0.0217391304347826,0.0138872116274816,0.0021620846950172,False
heart_disease,L2_re_upload,27,RandomForest,0.25,2,linear,re_upload,10,40,18,age,-0.134892981582877,-0.0876623376623376,-0.1224025974025974,0.108400508553931,0.0112882294017938,False
heart_disease,L2_re_upload,27,RandomForest,0.25,2,linear,re_upload,10,40,18,sex,0.1336405529953916,0.1209677419354838,0.1443548387096774,0.108400508553931,0.0112882294017938,False
heart_disease,L2_re_upload,27,RandomForest,0.25,2,linear,re_upload,10,40,18,overall,-0.0103881902679059,0.0238095238095237,0.0106852497096399,0.108400508553931,0.0112882294017938,False
heart_disease,L2_re_upload,27,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,age,-0.1478347436535589,-0.3019480519480519,-0.1843073593073593,0.108400508553931,0.0112882294017938,False
heart_disease,L2_re_upload,27,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,sex,0.1347926267281106,0.0846774193548387,0.1294354838709677,0.108400508553931,0.0112882294017938,False
heart_disease,L2_re_upload,27,XGBoost_stub,0.25,2,linear,re_upload,10,40,18,overall,-0.0836522689994532,-0.1587301587301587,-0.0830236159504452,0.108400508553931,0.0112882294017938,False
heart_disease,L2_re_upload,27,MLP,0.25,2,linear,re_upload,10,40,18,age,0.0,0.0,0.0,0.108400508553931,0.0112882294017938,False
heart_disease,L2_re_upload,27,MLP,0.25,2,linear,re_upload,10,40,18,sex,0.0,0.0,0.0,0.108400508553931,0.0112882294017938,False
heart_disease,L2_re_upload,27,MLP,0.25,2,linear,re_upload,10,40,18,overall,0.0,0.0,0.0,0.108400508553931,0.0112882294017938,False
heart_disease,L2_all_to_all_re_upload,7,RandomForest,0.25,2,all_to_all,re_upload,10,40,90,age,0.1235177865612648,0.3981481481481481,0.1924951267056529,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,7,RandomForest,0.25,2,all_to_all,re_upload,10,40,90,sex,0.0333333333333333,0.0333333333333333,0.0428571428571428,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,7,RandomForest,0.25,2,all_to_all,re_upload,10,40,90,overall,0.1284855112083105,0.2921052631578946,0.1492577597840755,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,7,XGBoost_stub,0.25,2,all_to_all,re_upload,10,40,90,age,0.0691699604743083,0.1296296296296295,0.0960648148148147,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,7,XGBoost_stub,0.25,2,all_to_all,re_upload,10,40,90,sex,-0.0833333333333333,-0.0999999999999999,-0.0833333333333333,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,7,XGBoost_stub,0.25,2,all_to_all,re_upload,10,40,90,overall,0.0355385456533625,0.0473684210526315,0.0493252361673414,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,7,MLP,0.25,2,all_to_all,re_upload,10,40,90,age,0.0,0.0,0.0,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,7,MLP,0.25,2,all_to_all,re_upload,10,40,90,sex,0.0,0.0,0.0,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,7,MLP,0.25,2,all_to_all,re_upload,10,40,90,overall,0.0,0.0,0.0,0.1770790225477211,0.3537547569791526,False
heart_disease,L2_all_to_all_re_upload,17,RandomForest,0.25,2,all_to_all,re_upload,10,40,90,age,-0.1523145843703335,-0.0817204301075268,-0.0921422663358147,0.2037729510873396,0.1178571885026965,False
heart_disease,L2_all_to_all_re_upload,17,RandomForest,0.25,2,all_to_all,re_upload,10,40,90,sex,-0.0499999999999999,0.125,0.0625,0.2037729510873396,0.1178571885026965,False
heart_disease,L2_all_to_all_re_upload,17,RandomForest,0.25,2,all_to_all,re_upload,10,40,90,overall,-0.1279387643521049,0.0,-0.0625,0.2037729510873396,0.1178571885026965,False
heart_disease,L2_all_to_all_re_upload,17,XGBoost_stub,0.25,2,all_to_all,re_upload,10,40,90,age,0.172224987555998,0.1870967741935483,0.1640612076095947,0.2037729510873396,0.1178571885026965,False
heart_disease,L2_all_to_all_re_upload,17,XGBoost_stub,0.25,2,all_to_all,re_upload,10,40,90,sex,-0.1166666666666666,-0.2105263157894736,-0.173444976076555,0.2037729510873396,0.1178571885026965,False
