,L1_all_to_all,L1_linear,L2_all_to_all,L2_all_to_all_re_upload,L2_linear,L2_re_upload
L1_all_to_all,1.0,0.6625205835400578,0.04953461343562679,0.016377308341494926,0.08085559837005228,0.5126907602619235
L1_linear,0.6625205835400578,1.0,0.12663045794761718,0.04953461343562674,0.19043026382552397,0.8272593465627109
L2_all_to_all,0.04953461343562679,0.12663045794761718,1.0,0.6625205835400574,0.8272593465627115,0.1904302638255242
L2_all_to_all_re_upload,0.016377308341494926,0.04953461343562674,0.6625205835400574,1.0,0.5126907602619235,0.08085559837005238
L2_linear,0.08085559837005228,0.19043026382552397,0.8272593465627115,0.5126907602619235,1.0,0.27523352407483437
L2_re_upload,0.5126907602619235,0.8272593465627109,0.1904302638255242,0.08085559837005238,0.27523352407483437,1.0
