,L1_all_to_all,L1_linear,L2_all_to_all,L2_all_to_all_re_upload,L2_linear,L2_re_upload
L1_all_to_all,1.0,0.25683925795785656,1.0,0.4496917979688909,0.1305700181157362,1.0
L1_linear,0.25683925795785656,1.0,0.25683925795785656,0.05878172135535891,0.008150971593502691,0.25683925795785656
L2_all_to_all,1.0,0.25683925795785656,1.0,0.4496917979688909,0.1305700181157362,1.0
L2_all_to_all_re_upload,0.4496917979688909,0.05878172135535891,0.4496917979688909,1.0,0.4496917979688907,0.4496917979688909
L2_linear,0.1305700181157362,0.008150971593502691,0.1305700181157362,0.4496917979688907,1.0,0.1305700181157362
L2_re_upload,1.0,0.25683925795785656,1.0,0.4496917979688909,0.1305700181157362,1.0
