attribute,dataset,metric,statistic,p_value_raw,n_blocks,n_configurations,unit,p_value_holm,p_value_fdr_bh,significant_raw,significant_holm,significant_fdr_bh
overall,german_credit,spd,5.0408163265305985,0.41091925912428323,9,6,seed+model,0.8218385182485665,0.513649073905354,False,False,False
overall,german_credit,eod,3.333333333333312,0.6487423586675967,9,6,seed+model,0.8218385182485665,0.6487423586675967,False,False,False
overall,german_credit,aod,8.306122448979567,0.14015209879897753,9,6,seed+model,0.5606083951959101,0.27381082381768324,False,False,False
overall,german_credit,trace_distance_input,7.857142857142833,0.16428649429060993,9,6,seed+model,0.5606083951959101,0.27381082381768324,False,False,False
overall,german_credit,qsp_diff_output,38.14285714285714,3.531936639384864e-07,9,6,seed+model,1.7659683196924321e-06,1.765968319692432e-06,True,True,True
