dataset,configuration,model,attribute,metric,n,statistic,p_value,note
german_credit,L2_re_upload,RandomForest,overall,qsp_diff_output,3,0.8759348259078177,0.3125432246282269,descriptive only; n<8
german_credit,L2_re_upload,RandomForest,sex,spd,3,0.9909819745356698,0.8183597788636626,descriptive only; n<8
german_credit,L2_re_upload,RandomForest,sex,eod,3,0.8954049472695829,0.3710210321883015,descriptive only; n<8
german_credit,L2_re_upload,RandomForest,sex,aod,3,0.9713897430423395,0.6753949964430613,descriptive only; n<8
german_credit,L2_re_upload,RandomForest,sex,trace_distance_input,3,0.874470758817135,0.3083128648168131,descriptive only; n<8
german_credit,L2_re_upload,RandomForest,sex,qsp_diff_output,3,0.8759348259078177,0.3125432246282269,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,age,spd,3,0.85514387090307,0.2543055269363571,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,age,eod,3,0.9245525863557839,0.4685746003508866,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,age,aod,3,0.8936633138923002,0.3656062978172362,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,age,trace_distance_input,3,0.874470758817135,0.3083128648168131,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,age,qsp_diff_output,3,0.8759348259078177,0.3125432246282269,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,overall,spd,3,0.9752006688511723,0.697981917252197,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,overall,eod,3,0.9662288804353591,0.647020578445749,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,overall,aod,3,0.9036525256427796,0.39722428581385205,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,overall,trace_distance_input,3,0.874470758817135,0.3083128648168131,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,overall,qsp_diff_output,3,0.8759348259078177,0.3125432246282269,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,sex,spd,3,0.9976845413745701,0.908063570931163,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,sex,eod,3,0.9328893120386129,0.49952888674209295,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,sex,aod,3,0.9716110202572833,0.676664891613826,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,sex,trace_distance_input,3,0.874470758817135,0.3083128648168131,descriptive only; n<8
german_credit,L2_re_upload,XGBoost_stub,sex,qsp_diff_output,3,0.8759348259078177,0.3125432246282269,descriptive only; n<8
