dataset,metric,statistic,p_value_raw,n_blocks,n_configurations,unit,p_value_holm,p_value_fdr_bh,significant_raw,significant_holm,significant_fdr_bh
heart_disease,svqx_value,9.601941747572788,0.08733246599391677,33,6,seed+gate_group,0.08733246599391677,0.08733246599391677,False,False,False
