dataset,metric,statistic,p_value_raw,n_blocks,n_configurations,unit,p_value_holm,p_value_fdr_bh,significant_raw,significant_holm,significant_fdr_bh
german_credit,svqx_value,1.7130620985011924,0.8872500654679304,30,6,seed+gate_group,0.8872500654679304,0.8872500654679304,False,False,False
