dataset,configuration,spearman_rho_7_17,spearman_p_7_17,spearman_rho_7_27,spearman_p_7_27,spearman_rho_17_27,spearman_p_17_27,mean_rho
german_credit,L1_all_to_all,1.0,0.0,0.35860956909327935,0.30887780612194127,0.35860956909327935,0.30887780612194127,0.5724063793955195
german_credit,L1_linear,0.9006211180124224,0.0003779189090155944,-0.5094742687728195,0.13253524688250506,-0.2201432025561566,0.5411039706605179,0.05700121556114875
german_credit,L2_all_to_all,0.4825752888229131,0.15775608958812298,0.4879992172885839,0.1524547073591746,-0.16602440351979153,0.6466678287012494,0.2681833675305685
german_credit,L2_all_to_all_re_upload,-0.30709336561458106,0.3880809230370912,0.20261022461827694,0.5745405468376736,0.30073123629877246,0.39848694427062203,0.06541603176748945
german_credit,L2_linear,0.12727272727272726,0.7260570147627894,0.41818181818181815,0.22911284098281892,-0.18787878787878787,0.603217610029209,0.11919191919191918
german_credit,L2_re_upload,0.5757575757575757,0.08155281477260236,0.8181818181818182,0.0038149200825507135,0.7454545454545454,0.013330146315440047,0.7131313131313132
