dataset,configuration,spearman_rho_7_17,spearman_p_7_17,spearman_rho_7_27,spearman_p_7_27,spearman_rho_17_27,spearman_p_17_27,mean_rho
student_performance,L1_all_to_all,0.9555555555555555,4.515691379546434e-06,0.9555555555555555,4.515691379546434e-06,1.0,0.0,0.9703703703703703
student_performance,L1_linear,0.723533035248195,0.011842390125466682,0.15348837209302327,0.6522967295719575,-0.03686792536296535,0.9142997267582123,0.28005116065941765
student_performance,L2_all_to_all,0.11624763874381927,0.7335750969178145,0.13513513513513514,0.6919889613404164,-0.11624763874381927,0.7335750969178145,0.04504504504504505
student_performance,L2_all_to_all_re_upload,0.9567567567567569,3.998868486647191e-06,0.6324324324324325,0.03679649685215743,0.6972972972972975,0.017074851804261493,0.7621621621621623
student_performance,L2_linear,0.17272727272727276,0.6115423848512369,0.4272727272727273,0.189943724965427,0.21818181818181823,0.519248247554982,0.27272727272727276
student_performance,L2_re_upload,-0.14545454545454548,0.6695786456420787,0.05454545454545456,0.8734465775233149,0.6727272727272727,0.023313039833185972,0.19393939393939394
