,,,,spd,spd,eod,eod,aod,aod,trace_distance_input,trace_distance_input,qsp_diff_output,qsp_diff_output
,,,,mean,std,mean,std,mean,std,mean,std,mean,std
dataset,configuration,model,attribute,,,,,,,,,,
heart_disease,L2_linear,MLP,age,0.025883524141363867,0.044831578891777815,0.0315412186379928,0.05463099321364195,0.0157706093189964,0.027315496606820974,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_linear,MLP,overall,0.04811372334609074,0.083335413376742,0.0579710144927536,0.10040874246776096,0.0289855072463768,0.05020437123388048,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_linear,MLP,sex,0.03333333333333333,0.05773502691896258,0.0526315789473684,0.09116056881941456,0.0263157894736842,0.04558028440970728,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_linear,RandomForest,age,-0.13074006234133484,0.1525047869530394,-0.11583138088514427,0.11941857632332606,-0.11389859642547806,0.12416516939402787,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_linear,RandomForest,overall,-0.09659194459631852,0.16966457358847525,-0.09578414635622869,0.14416073206629706,-0.06078728546357057,0.14589300016814052,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_linear,RandomForest,sex,0.05896057347670253,0.13860162221732236,-0.01816166760988493,0.13204888084405886,0.0686562140933957,0.08641457821629686,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_linear,XGBoost_stub,age,0.0009573192045544318,0.0709364681467383,0.03784180773428087,0.09821391896306778,0.016034614961114625,0.019509998963416916,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_linear,XGBoost_stub,overall,-0.039183524694733,0.1270222899589452,-0.04529197389609283,0.009487648373989004,-0.015029247319111668,0.058439120492547694,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_linear,XGBoost_stub,sex,-0.031618023553507436,0.12620588609588276,-0.1799754763252216,0.09836302541966715,-0.047783437087342,0.06967368100429322,0.053998821940961735,0.043257560946753794,0.010311110541473099,0.013697248538920733
heart_disease,L2_re_upload,MLP,age,0.006802721088435367,0.011782658554890309,0.010752688172043,0.01862420223192339,0.0053763440860215,0.009312101115961695,0.06044516458599497,0.04727214137525091,0.006282864597478367,0.004626931719692655
heart_disease,L2_re_upload,MLP,overall,0.010752688172043,0.01862420223192339,0.0144927536231884,0.02510218561694024,0.0072463768115942,0.01255109280847012,0.06044516458599497,0.04727214137525091,0.006282864597478367,0.004626931719692655
