dataset,configuration,seed,batch_frac,n_layers,entangle,encoding_strategy,n_qubits,n_params,cnot_count,gate_group,svqx_value,svqx_concentration,entanglement_score,qsalto_a1_estimate
german_credit,L2_all_to_all_re_upload,17,0.25,2,all_to_all,re_upload,9,36,72,qubit_5_rot,-9.251858538542977e-18,0.3846153846137863,0.2249587974999571,-0.0447311401367187
german_credit,L2_all_to_all_re_upload,17,0.25,2,all_to_all,re_upload,9,36,72,qubit_6_rot,-0.0740740740740742,0.3846153846137863,0.2249587974999571,-0.0447311401367187
german_credit,L2_all_to_all_re_upload,17,0.25,2,all_to_all,re_upload,9,36,72,qubit_7_rot,0.0925925925925926,0.3846153846137863,0.2249587974999571,-0.0447311401367187
german_credit,L2_all_to_all_re_upload,17,0.25,2,all_to_all,re_upload,9,36,72,qubit_8_rot,0.0,0.3846153846137863,0.2249587974999571,-0.0447311401367187
german_credit,L2_all_to_all_re_upload,17,0.25,2,all_to_all,re_upload,9,36,72,entangling_CNOT,-0.0740740740740742,0.3846153846137863,0.2249587974999571,-0.0447311401367187
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_0_rot,0.0,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_1_rot,0.0,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_2_rot,0.0,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_3_rot,0.0,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_4_rot,0.0,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_5_rot,0.0,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_6_rot,-0.1011904761904761,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_7_rot,-0.1011904761904761,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,qubit_8_rot,0.0,0.3333333333322353,0.3131582555600695,-0.041595458984375
german_credit,L2_all_to_all_re_upload,27,0.25,2,all_to_all,re_upload,9,36,72,entangling_CNOT,-0.1011904761904761,0.3333333333322353,0.3131582555600695,-0.041595458984375
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_0_rot,0.0,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_1_rot,-0.0327380952380951,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_2_rot,2.1147105230955353e-18,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_3_rot,-0.0375000000000001,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_4_rot,0.0,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_5_rot,-0.0107142857142857,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_6_rot,0.0,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_7_rot,0.0029761904761904,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_8_rot,-0.0374999999999999,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,qubit_9_rot,0.0,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,7,0.25,1,linear,single,10,20,9,entangling_CNOT,-0.0809523809523808,0.399999999998023,0.3649356733971902,-0.0221443176269531
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_0_rot,-0.0738945578231292,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_1_rot,-0.0756802721088435,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_2_rot,9.7364797000857e-18,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_3_rot,-0.1167517006802721,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_4_rot,0.0,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_5_rot,0.0100340136054421,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_6_rot,9.7364797000857e-18,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_7_rot,-0.0268707482993197,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_8_rot,-0.2471088435374144,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,qubit_9_rot,0.0,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,17,0.25,1,linear,single,10,20,9,entangling_CNOT,-0.0768707482993199,0.3939804772227985,0.4078513836369208,-0.0214385986328125
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_0_rot,0.0,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_1_rot,1.3216940769347099e-18,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_2_rot,0.0,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_3_rot,1.3216940769347099e-18,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_4_rot,1.3216940769347099e-18,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_5_rot,-0.061111111111111,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_6_rot,-0.0194444444444444,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_7_rot,-0.0194444444444444,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_8_rot,-0.1444444444444439,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,qubit_9_rot,0.0,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L1_linear,27,0.25,1,linear,single,10,20,9,entangling_CNOT,-0.0888888888888888,0.4333333333320325,0.3978294467392563,-0.0212173461914062
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_0_rot,-0.0166866367759225,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_1_rot,0.0499233405483405,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_2_rot,-0.0098272263450835,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_3_rot,0.0241438620902906,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_4_rot,-0.0247081787260358,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_5_rot,-0.0012175324675324,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_6_rot,-0.0306109565038136,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_7_rot,0.0055639301175015,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_8_rot,-0.0527835755514325,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,qubit_9_rot,-0.0320919655741084,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,7,0.25,2,linear,single,10,40,18,entangling_CNOT,-0.108133632240775,0.3040101712219739,0.3651881745994935,-0.0221138000488281
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_0_rot,-0.0324527159348587,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_1_rot,-0.032332251082251,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_2_rot,-0.0142483508554937,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_3_rot,-0.0159986343022057,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_4_rot,0.0066983611626468,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_5_rot,0.0025458668315811,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_6_rot,-0.0122571377035662,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_7_rot,-0.0231414914450628,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_8_rot,-0.2218092918985765,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,qubit_9_rot,-1.2239744382601609e-05,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,17,0.25,2,linear,single,10,40,18,entangling_CNOT,0.0037221706864563,0.6073331028529793,0.4835192673716466,-0.0197296142578125
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_0_rot,0.0097101972101972,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_1_rot,-0.0109247234247234,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_2_rot,-0.0037157287157287,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_3_rot,-0.0014670514670514,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_4_rot,0.0119258056758056,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_5_rot,-0.0504749879749879,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_6_rot,-0.0431998556998557,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_7_rot,0.0516083453583453,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_8_rot,-0.0281204906204904,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,qubit_9_rot,-0.0056998556998556,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L2_linear,27,0.25,2,linear,single,10,40,18,entangling_CNOT,-0.0129749879749879,0.2245578694004463,0.4447287725258675,-0.0206680297851562
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_0_rot,0.0,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_1_rot,0.0,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_2_rot,0.0,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_3_rot,0.0,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_4_rot,0.0,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_5_rot,0.0,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_6_rot,0.0,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_7_rot,-0.0089285714285714,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_8_rot,-0.0535714285714284,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,qubit_9_rot,0.0,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,7,0.25,1,all_to_all,single,10,20,45,entangling_CNOT,-0.0089285714285714,0.7499999999894998,0.2791001679949972,-0.0239334106445312
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_0_rot,0.0,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_1_rot,0.0,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_2_rot,0.0,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_3_rot,0.0,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_4_rot,0.0,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_5_rot,0.0,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_6_rot,0.0,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_7_rot,0.0922619047619047,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_8_rot,-0.2023809523809507,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,qubit_9_rot,0.0,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,17,0.25,1,all_to_all,single,10,20,45,entangling_CNOT,0.0922619047619047,0.5230769230755693,0.3355606733419775,-0.0224723815917968
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_0_rot,0.0,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_1_rot,0.0,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_2_rot,0.0,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_3_rot,0.0,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_4_rot,0.0,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_5_rot,0.0,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_6_rot,0.0,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_7_rot,-0.0555555555555556,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_8_rot,0.0277777777777784,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,qubit_9_rot,0.0,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L1_all_to_all,27,0.25,1,all_to_all,single,10,20,45,entangling_CNOT,-0.0555555555555556,0.399999999997118,0.2914094105749786,-0.0235786437988281
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_0_rot,0.0,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_1_rot,0.0,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_2_rot,0.0,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_3_rot,0.0,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_4_rot,0.0,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_5_rot,0.0,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_6_rot,0.0,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_7_rot,-0.0059523809523808,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_8_rot,-0.1071428571428567,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,qubit_9_rot,0.0952380952380952,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,7,0.25,2,all_to_all,single,10,40,90,entangling_CNOT,-0.0535714285714285,0.4090909090893463,0.3319544267263845,-0.0224838256835937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_0_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_1_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_2_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_3_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_4_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_5_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_6_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_7_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_8_rot,-0.32142857142857,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,qubit_9_rot,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,17,0.25,2,all_to_all,single,10,40,90,entangling_CNOT,0.0,0.9999999999968888,0.4186389870641234,-0.0212631225585937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_0_rot,0.0,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_1_rot,0.0,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_2_rot,0.0,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_3_rot,0.0,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_4_rot,0.0,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_5_rot,0.0,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_6_rot,-0.0805555555555556,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_7_rot,-0.0875,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_8_rot,-0.0597222222222216,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,qubit_9_rot,-0.0041666666666666,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_all_to_all,27,0.25,2,all_to_all,single,10,40,90,entangling_CNOT,-0.1013888888888887,0.3041666666657542,0.3863404539331434,-0.0213851928710937
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_0_rot,0.0545647804576375,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_1_rot,-0.0272591991341991,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_2_rot,0.0017161410018553,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_3_rot,-0.0193793805400948,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_4_rot,0.0355455060812203,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_5_rot,0.0600707328385899,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_6_rot,0.0487045196866625,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_7_rot,0.0665616625438054,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_8_rot,-0.0061920222634508,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,qubit_9_rot,-0.0552495619459905,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,7,0.25,2,linear,re_upload,10,40,18,entangling_CNOT,-0.2126546072974645,0.3617201727793138,0.4037945479998248,-0.0214805603027343
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_0_rot,-0.036598124098124,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_1_rot,-0.0124768089053803,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_2_rot,-0.0151057771593485,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_3_rot,0.015060039167182,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_4_rot,-0.0423166615130901,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_5_rot,-0.0075731807874665,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_6_rot,0.0446164450628736,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_7_rot,0.0238610595753452,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_8_rot,0.005904710368996,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,qubit_9_rot,0.0012490981240981,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,17,0.25,2,linear,re_upload,10,40,18,entangling_CNOT,-0.1373350855493709,0.4014507272455324,0.4249491113356746,-0.0212440490722656
heart_disease,L2_re_upload,27,0.25,2,linear,re_upload,10,40,18,qubit_0_rot,-0.0187139249639249,0.5116136919303453,0.4470262635753899,-0.0204200744628906
heart_disease,L2_re_upload,27,0.25,2,linear,re_upload,10,40,18,qubit_1_rot,0.016041366041366,0.5116136919303453,0.4470262635753899,-0.0204200744628906
heart_disease,L2_re_upload,27,0.25,2,linear,re_upload,10,40,18,qubit_2_rot,-0.0123647186147186,0.5116136919303453,0.4470262635753899,-0.0204200744628906
heart_disease,L2_re_upload,27,0.25,2,linear,re_upload,10,40,18,qubit_3_rot,0.0245400432900432,0.5116136919303453,0.4470262635753899,-0.0204200744628906
heart_disease,L2_re_upload,27,0.25,2,linear,re_upload,10,40,18,qubit_4_rot,0.0139911014911014,0.5116136919303453,0.4470262635753899,-0.0204200744628906
