,L1_all_to_all,L1_linear,L2_all_to_all,L2_all_to_all_re_upload,L2_linear,L2_re_upload
L1_all_to_all,1.0,0.0322096856737104,0.6142946646634828,0.3447042220069573,0.31349994558358774,0.014019277113959939
L1_linear,0.0322096856737104,1.0,0.0081509715935027,0.2313504077741384,0.25683925795785656,0.7527841326498471
L2_all_to_all,0.6142946646634828,0.0081509715935027,1.0,0.14737561862304674,0.1305700181157363,0.0030691913133397497
L2_all_to_all_re_upload,0.3447042220069573,0.2313504077741384,0.14737561862304674,1.0,0.9497712193634843,0.1305700181157363
L2_linear,0.31349994558358774,0.25683925795785656,0.1305700181157363,0.9497712193634843,1.0,0.14737561862304674
L2_re_upload,0.014019277113959939,0.7527841326498471,0.0030691913133397497,0.1305700181157363,0.14737561862304674,1.0
