,L1_all_to_all,L1_linear,L2_all_to_all,L2_all_to_all_re_upload,L2_linear,L2_re_upload
L1_all_to_all,1.0,0.7054569861112736,0.2313504077741384,0.08897301170181338,0.659243003692631,0.659243003692631
L1_linear,0.7054569861112736,1.0,0.41283033237814337,0.18587673236587587,0.9497712193634843,0.9497712193634843
L2_all_to_all,0.2313504077741384,0.41283033237814337,1.0,0.6142946646634826,0.4496917979688907,0.4496917979688907
L2_all_to_all_re_upload,0.08897301170181338,0.18587673236587587,0.6142946646634826,1.0,0.20771208572755673,0.20771208572755673
L2_linear,0.659243003692631,0.9497712193634843,0.4496917979688907,0.20771208572755673,1.0,1.0
L2_re_upload,0.659243003692631,0.9497712193634843,0.4496917979688907,0.20771208572755673,1.0,1.0
