,,,,spd,spd,eod,eod,aod,aod,trace_distance_input,trace_distance_input,qsp_diff_output,qsp_diff_output
,,,,mean,std,mean,std,mean,std,mean,std,mean,std
dataset,configuration,model,attribute,,,,,,,,,,
student_performance,L1_all_to_all,XGBoost_stub,sex,0.019877923676131802,0.09213859170005652,0.0007053356567920018,0.09076574599856577,0.06938951333582973,0.11776247611859725,0.12150087675352961,0.12063434392987482,0.016576137717685666,0.004235041209533105
student_performance,L1_linear,MLP,age,-0.021163687100025034,0.03260186781487507,-0.027077408006925933,0.04012097683122598,-0.0021426926074515668,0.002027402138812018,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L1_linear,MLP,overall,-0.04685584165352947,0.054505302688586575,-0.06399145316904574,0.07485611169515045,-0.021083028171824433,0.020264870706329447,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L1_linear,MLP,sex,-0.014937667480040334,0.029650853705160646,-0.007264957264957232,0.01602991396026585,-0.019038641097464632,0.03465466928698227,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L1_linear,RandomForest,age,-0.016633742870241768,0.05838472397708966,-0.05390350372305966,0.08455669326075681,0.018717393807615865,0.018793613724022676,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L1_linear,RandomForest,overall,0.0230338062708005,0.07518048176967312,-0.02367139720600357,0.10804168535007236,0.0439182696509664,0.04688807848003586,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L1_linear,RandomForest,sex,-0.022851752480957374,0.14693953190089132,-0.044793741183304266,0.13649369257784502,0.0006692789450856671,0.1923232396089306,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L1_linear,XGBoost_stub,age,-0.0079266497683399,0.09533568019145423,-0.009248631215482602,0.07211200071710297,-0.02043258141600713,0.09700134779986651,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L1_linear,XGBoost_stub,overall,0.06708705552636186,0.14557987658730662,0.06599021570243543,0.12967958295646279,0.0734712983274082,0.14834144602041596,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L1_linear,XGBoost_stub,sex,0.05385456611329403,0.12596427285992848,0.029444651896108204,0.11036842899311586,0.10478553071714121,0.15230006084288675,0.10011790907335157,0.1317157793797743,0.0029680071923023333,0.004225821702752481
student_performance,L2_all_to_all,MLP,age,0.003864616845997699,0.03690832635039316,0.002801479083407265,0.0365288463197322,0.006619594760558868,0.038601647176769026,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all,MLP,overall,0.004379050621825166,0.02836813751734866,0.015700646206910834,0.01688207063170846,-0.010602057848925532,0.05429688675354301,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all,MLP,sex,-0.007361439564829366,0.006846084418548495,0.0036324786324786335,0.010422007177997523,-0.03362870789341373,0.03465754528139641,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all,RandomForest,age,0.144288388779088,0.11515201831288813,0.14170929126055457,0.1023021948541354,0.16155653633216802,0.18704401802991616,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all,RandomForest,overall,0.1922403222981258,0.0834540437330747,0.2002169606804219,0.06443854959344297,0.1899894327211633,0.13930743479757557,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all,RandomForest,sex,0.04175760843894807,0.04236237350940973,0.052748734544850996,0.0391832153842399,0.018042829529123065,0.07383883717517321,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all,XGBoost_stub,age,0.130328954639781,0.08751052267562738,0.10120515018600736,0.11261070304359523,0.1858247603151889,0.10604392202044706,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all,XGBoost_stub,overall,0.19390436153441928,0.14029813938588145,0.17607170149350207,0.1651088762440015,0.2138295015404018,0.1159434544112593,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all,XGBoost_stub,sex,0.0859538824623274,0.053823369580899366,0.09469416438469834,0.06553380586047408,0.06073500146262137,0.048396054610713855,0.1724311833813328,0.05304160549405951,0.03717264583242607,0.012266314060687957
student_performance,L2_all_to_all_re_upload,MLP,age,-0.03152088258471237,0.054595770136134814,-0.018970189701897,0.032857332392905496,-0.011621846987700633,0.020129629460488803,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
student_performance,L2_all_to_all_re_upload,MLP,overall,-0.038973550534244165,0.06750416967666406,0.007606263982102866,0.013174435672783334,-0.03091909023117077,0.05355343520419431,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
student_performance,L2_all_to_all_re_upload,MLP,sex,-0.0106390784356886,0.018427424396323066,0.002136752136752133,0.0037009632640360567,0.006670616964734599,0.011553847500751217,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
student_performance,L2_all_to_all_re_upload,RandomForest,age,0.042213007729278405,0.08918161168296745,0.0247112405919344,0.099762315467211,0.08495709289743976,0.07500923893175973,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
student_performance,L2_all_to_all_re_upload,RandomForest,overall,0.06682431248905234,0.0087982962724641,0.05845806119457083,0.04326737373554972,0.08537982424807904,0.03037677414957765,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
student_performance,L2_all_to_all_re_upload,RandomForest,sex,0.039937041572031866,0.08054462274058423,0.058207306447597695,0.08138212780820685,0.009693324989941165,0.09440892251736574,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
student_performance,L2_all_to_all_re_upload,XGBoost_stub,age,-0.013435718113916065,0.03567720584615726,0.018695810312057467,0.07070509486605571,-0.0722353264272028,0.04274336165921159,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
