dataset,configuration,model,attribute,metric,n,statistic,p_value,note
student_performance,L2_re_upload,RandomForest,age,qsp_diff_output,3,0.8186774742894393,0.1599144375284588,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,overall,spd,3,0.9902146059928594,0.8107650360362804,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,overall,eod,3,0.9951511552990047,0.8669018215671451,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,overall,aod,3,0.9805562358362753,0.7328168415922922,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,overall,trace_distance_input,3,0.9108803340876171,0.4210238958124102,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,overall,qsp_diff_output,3,0.8186774742894393,0.1599144375284588,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,sex,spd,3,0.9997515721092476,0.969896323580367,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,sex,eod,3,0.9157060928249886,0.4374013010965069,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,sex,aod,3,0.9875685602244455,0.7866139420788932,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,sex,trace_distance_input,3,0.9108803340876171,0.4210238958124102,descriptive only; n<8
student_performance,L2_re_upload,RandomForest,sex,qsp_diff_output,3,0.8186774742894393,0.1599144375284588,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,age,spd,3,0.8597501021857318,0.26688719648925197,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,age,eod,3,0.9974354207111705,0.9032401362263114,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,age,aod,3,0.780582356784184,0.06893972954132122,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,age,trace_distance_input,3,0.9108803340876171,0.4210238958124102,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,age,qsp_diff_output,3,0.8186774742894393,0.1599144375284588,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,overall,spd,3,0.9001038492374525,0.3858323446198697,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,overall,eod,3,0.9776098922563412,0.7131442292137921,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,overall,aod,3,0.7675414524265013,0.03915889983783327,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,overall,trace_distance_input,3,0.9108803340876171,0.4210238958124102,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,overall,qsp_diff_output,3,0.8186774742894393,0.1599144375284588,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,sex,spd,3,0.8212066827814695,0.16620023993381483,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,sex,eod,3,0.999983127454346,0.9921550007764337,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,sex,aod,3,0.995413051585469,0.8705518405215618,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,sex,trace_distance_input,3,0.9108803340876171,0.4210238958124102,descriptive only; n<8
student_performance,L2_re_upload,XGBoost_stub,sex,qsp_diff_output,3,0.8186774742894393,0.1599144375284588,descriptive only; n<8
